text,class,mpr
"Overall, then, the positive contribution of external demand to the expansion of the Canadian economy is expected to resume in the second half of 1995.",3,1995-11-20
"The domestic picture remains mixed, however.",2,1995-11-20
Renewed expansion in the export-oriented sector can be expected to generate further growth in employment and income.,2,1995-11-20
"As unemployed individuals regain employment they usually provide a strong impetus to overall consumption, as was the case in late 1994.",2,1995-11-20
The decline in interest rates since last spring should also continue to stimulate demand.,2,1995-11-20
"But at the same time, many households remain nervous about job prospects in an environment of continuing restructuring and restraint, which is affecting all sectors of the economy.",1,1995-11-20
"Indeed, in the case of the public sector, restructuring and downsizing is expected to be a persistent characteristic of the economic outlook for the next couple of years, given the need to improve public finances.",1,1995-11-20
"Moreover, the adjustment of inventories back to desired levels will continue to moderate production in the near term, although to a diminishing extent.",2,1995-11-20
"Consideration of both external and domestic factors suggests that economic activity should show renewed growth towards year-end, with a modest pickup in the third quarter followed by a more robust fourth quarter.",3,1995-11-20
Recent private sector forecasts suggest that total demand (in volume terms) will expand by about 2 per cent in 1995.,3,1995-11-20
"In light of the absence of growth during the first half of the year, these forecasts also imply some rebound in the second half.",3,1995-11-20
"However, the profile of activity for the third and fourth quarters will likely mean that by year-end the output gap will not be much different than it was in mid-1995.",2,1995-11-20
This indicates that the downward pressure on trend inflation coming from slack in product markets will remain a significant factor.,2,1995-11-20
"Similarly, conditions in the labour market will continue to contain wage and cost pressures.",2,1995-11-20
The implications that past exchange rate movements have for consumer prices remain a source of uncertainty.,1,1995-11-20
"Although it is difficult to quantify these effects precisely, it is the Bank's judgment that some of the recent rises in the CPI represented previously postponed adjustments to past depreciations and that we are at about the peak in terms of the potential inflationary consequences of exchange rate pass-through.",2,1995-11-20
"Although there is still some scope for further adjustment once the recovery regains its vigour, it seems likely that increased competition at the retail level as well as restructuring efforts have erased some of those exchange rate effects permanently.",2,1995-11-20
"Combined with recent currency appreciation, this means that by early 1996 there should be significantly less impetus to measured inflation coming from this source.",2,1995-11-20
"In contrast, the rises in raw materials prices that were seen in 1994, and which have continued into this year, have only recently begun to find their way into consumer prices, particularly prices for metal and paper products.",2,1995-11-20
